lf,sex,date,state,p_rate,u_rate,ep_ratio,lf_outside,lf_employed,lf_unemployed
343.8,female,2018-01-01,W.P. Kuala Lumpur,56.4,2.5,52.7,265.4,335.1,8.7
363.1,female,2019-01-01,W.P. Kuala Lumpur,60.1,2.7,56.0,241.4,353.4,9.7
422.2762586503207,female,2020-01-01,W.P. Kuala Lumpur,63.31862780784154,4.7762122809080845,60.3,244.6305794634782,402.10744812530487,20.168810525015804
428.4071636499628,female,2021-01-01,W.P. Kuala Lumpur,64.02895173172108,4.675983605763716,61.1,240.6763557007409,408.3749149117732,20.0322487381896
439.7478148327861,female,2022-01-01,W.P. Kuala Lumpur,65.25424762422816,3.7653328293341137,62.8,234.15132712822364,423.1898459946078,16.557968838178283
457.7763971974736,female,2023-01-01,W.P. Kuala Lumpur,66.54528992876759,2.2118815207553397,65.0,230.1406555157889,447.6509256614832,10.125471535990483
311.3,male,1982-01-01,W.P. Kuala Lumpur,88.2,1.6,89.7,41.7,306.2,5.1
286.2,male,1983-01-01,W.P. Kuala Lumpur,89.3,1.8,80.9,34.3,280.9,5.2
333.6,male,1984-01-01,W.P. Kuala Lumpur,84.5,3.5,91.3,61.1,321.9,11.7
337.6,male,1985-01-01,W.P. Kuala Lumpur,85.1,3.3,91.0,58.9,326.3,11.3
314.8,male,1986-01-01,W.P. Kuala Lumpur,84.6,5.7,81.4,57.5,297.1,17.8
309.0,male,1987-01-01,W.P. Kuala Lumpur,84.0,6.3,77.8,58.8,289.6,19.4
316.2,male,1988-01-01,W.P. Kuala Lumpur,84.5,6.5,77.9,58.1,295.6,20.5
339.6,male,1989-01-01,W.P. Kuala Lumpur,84.8,4.2,84.0,60.9,325.4,14.2
322.4,male,1990-01-01,W.P. Kuala Lumpur,83.8,2.5,79.8,62.3,314.4,8.0
361.6,male,1992-01-01,W.P. Kuala Lumpur,84.1,2.4,81.1,68.4,353.0,8.6
388.0,male,1993-01-01,W.P. Kuala Lumpur,85.0,2.7,85.4,68.3,377.6,10.5
381.1,male,1995-01-01,W.P. Kuala Lumpur,83.0,1.5,82.0,78.1,375.2,5.9
439.3,male,1996-01-01,W.P. Kuala Lumpur,82.5,1.9,92.6,93.0,431.1,8.2
425.3,male,1997-01-01,W.P. Kuala Lumpur,83.1,1.2,88.7,86.8,420.2,5.1
433.7,male,1998-01-01,W.P. Kuala Lumpur,80.7,2.4,88.0,103.7,423.3,10.5
448.7,male,1999-01-01,W.P. Kuala Lumpur,80.4,2.9,89.1,109.5,435.6,13.1
434.0,male,2000-01-01,W.P. Kuala Lumpur,80.0,2.6,85.5,108.8,422.6,11.4
450.4,male,2001-01-01,W.P. Kuala Lumpur,79.9,2.7,86.9,113.5,438.1,12.3
503.8,male,2002-01-01,W.P. Kuala Lumpur,78.9,2.6,95.2,134.9,490.6,13.2
453.5,male,2003-01-01,W.P. Kuala Lumpur,80.5,3.1,83.1,109.8,439.4,14.1
415.2,male,2004-01-01,W.P. Kuala Lumpur,80.7,2.8,74.5,99.1,403.6,11.6
417.9,male,2005-01-01,W.P. Kuala Lumpur,80.4,2.4,73.3,101.9,407.7,10.2
422.4,male,2006-01-01,W.P. Kuala Lumpur,80.7,2.8,71.9,101.3,410.7,11.7
429.7,male,2007-01-01,W.P. Kuala Lumpur,81.3,2.9,71.2,98.9,417.1,12.5
426.4,male,2008-01-01,W.P. Kuala Lumpur,80.2,2.9,68.9,105.4,414.0,12.4
429.7,male,2009-01-01,W.P. Kuala Lumpur,80.0,3.0,67.7,107.4,416.7,13.0
487.6,male,2010-01-01,W.P. Kuala Lumpur,77.7,3.1,75.2,140.1,472.5,15.1
495.4,male,2011-01-01,W.P. Kuala Lumpur,78.0,3.0,75.6,139.7,480.6,14.7
505.1,male,2012-01-01,W.P. Kuala Lumpur,79.6,2.7,77.2,129.8,491.5,13.6
525.3,male,2013-01-01,W.P. Kuala Lumpur,81.8,2.9,79.1,117.1,509.9,15.4
513.2,male,2014-01-01,W.P. Kuala Lumpur,80.2,2.7,77.5,126.3,499.2,13.9
518.3,male,2015-01-01,W.P. Kuala Lumpur,81.4,3.1,75.3,118.4,502.4,15.9
503.4,male,2016-01-01,W.P. Kuala Lumpur,78.9,3.1,72.9,135.0,487.9,15.5
520.6,male,2017-01-01,W.P. Kuala Lumpur,79.5,2.9,75.5,134.1,505.7,14.9
501.0,male,2018-01-01,W.P. Kuala Lumpur,79.3,2.3,73.1,131.2,489.3,11.8
500.3,male,2019-01-01,W.P. Kuala Lumpur,79.6,2.6,73.4,128.2,487.6,12.8
627.1968863627034,male,2020-01-01,W.P. Kuala Lumpur,79.30865887289099,3.6518401560664735,76.6,163.6333902757151,604.2926586089116,22.90422775379181
612.3204388677192,male,2021-01-01,W.P. Kuala Lumpur,77.93610674284761,4.610210103979707,74.7,173.34934174896958,584.0911801263068,28.229258741412472
620.5157306438176,male,2022-01-01,W.P. Kuala Lumpur,79.18559561962573,3.86229388386252,76.2,163.10624730342676,596.5495895307566,23.966141113060992
653.9638630434898,male,2023-01-01,W.P. Kuala Lumpur,80.63754654589134,3.630566651779834,77.2,157.02790326888788,630.2212691171418,23.74259392634809
15.4,both,1992-01-01,W.P. Labuan,61.9,3.3,44.9,9.5,14.9,0.5
18.4,both,1993-01-01,W.P. Labuan,57.3,5.9,49.9,13.7,17.3,1.1
32.6,both,1995-01-01,W.P. Labuan,63.3,4.7,82.7,18.9,31.1,1.5
39.4,both,1996-01-01,W.P. Labuan,65.3,5.1,95.7,20.9,37.4,2.0
35.9,both,1997-01-01,W.P. Labuan,66.0,3.3,84.8,18.5,34.7,1.2
37.9,both,1998-01-01,W.P. Labuan,65.8,2.5,86.7,19.7,37.0,0.9
42.9,both,1999-01-01,W.P. Labuan,62.8,4.0,93.4,25.4,41.2,1.7
26.7,both,2000-01-01,W.P. Labuan,62.8,4.7,55.2,15.8,25.4,1.3
28.7,both,2001-01-01,W.P. Labuan,62.9,5.4,57.7,16.9,27.2,1.5
34.0,both,2002-01-01,W.P. Labuan,65.9,3.2,68.3,17.6,32.9,1.1
33.3,both,2003-01-01,W.P. Labuan,69.2,4.5,64.1,14.8,31.8,1.5
34.0,both,2004-01-01,W.P. Labuan,67.7,5.0,63.3,16.2,32.3,1.7
32.2,both,2005-01-01,W.P. Labuan,63.4,5.1,58.4,18.6,30.5,1.6
33.7,both,2006-01-01,W.P. Labuan,64.4,9.4,56.6,18.6,30.5,3.2
34.1,both,2007-01-01,W.P. Labuan,63.5,4.5,59.0,19.6,32.6,1.5
34.5,both,2008-01-01,W.P. Labuan,62.0,5.6,57.3,21.1,32.5,1.9
37.6,both,2009-01-01,W.P. Labuan,65.8,5.6,60.9,19.6,35.5,2.1
40.0,both,2010-01-01,W.P. Labuan,67.0,6.0,63.0,19.7,37.6,2.4
40.3,both,2011-01-01,W.P. Labuan,66.3,4.2,63.5,20.5,38.6,1.7
41.3,both,2012-01-01,W.P. Labuan,66.8,4.6,63.8,20.5,39.4,1.9
41.8,both,2013-01-01,W.P. Labuan,67.0,4.1,64.2,20.6,40.1,1.7
43.0,both,2014-01-01,W.P. Labuan,68.0,5.1,63.4,20.2,40.8,2.2
41.5,both,2015-01-01,W.P. Labuan,64.5,5.0,60.4,22.9,39.5,2.1
43.6,both,2016-01-01,W.P. Labuan,66.5,7.8,60.3,21.9,40.2,3.4
42.0,both,2017-01-01,W.P. Labuan,63.7,8.5,57.2,23.9,38.5,3.6
44.6,both,2018-01-01,W.P. Labuan,65.1,7.1,60.8,23.9,41.5,3.2
43.3,both,2019-01-01,W.P. Labuan,62.2,6.9,58.7,26.4,40.3,3.0
42.6,both,2020-01-01,W.P. Labuan,64.9,7.3,60.6,23.1,39.4,3.1
44.0,both,2021-01-01,W.P. Labuan,66.3,7.5,62.0,22.3,40.7,3.3
44.6,both,2022-01-01,W.P. Labuan,67.4,6.9,63.0,21.6,41.5,3.1
46.5,both,2023-01-01,W.P. Labuan,67.9,6.8,63.8,22.0,43.4,3.1
3.8,female,1992-01-01,W.P. Labuan,31.9,6.2,23.8,8.2,3.6,0.2
3.6,female,1993-01-01,W.P. Labuan,24.1,6.6,21.0,11.2,3.3,0.2
5.6,female,1995-01-01,W.P. Labuan,25.0,5.8,30.8,16.7,5.3,0.3
9.3,female,1996-01-01,W.P. Labuan,32.9,6.3,48.6,19.0,8.7,0.6
7.9,female,1997-01-01,W.P. Labuan,33.8,5.8,39.6,15.4,7.4,0.5
9.8,female,1998-01-01,W.P. Labuan,36.9,1.1,49.0,16.8,9.7,0.1
11.7,female,1999-01-01,W.P. Labuan,36.8,6.6,53.4,20.1,10.9,0.8
7.1,female,2000-01-01,W.P. Labuan,35.7,5.6,31.3,12.8,6.7,0.4
7.5,female,2001-01-01,W.P. Labuan,34.9,3.8,32.9,14.0,7.2,0.3
9.6,female,2002-01-01,W.P. Labuan,40.4,3.9,40.7,14.1,9.2,0.4
10.3,female,2003-01-01,W.P. Labuan,45.5,3.8,42.5,12.3,9.9,0.4
11.1,female,2004-01-01,W.P. Labuan,47.2,5.2,43.6,12.4,10.5,0.6
9.3,female,2005-01-01,W.P. Labuan,38.9,8.5,34.3,14.6,8.5,0.8
9.8,female,2006-01-01,W.P. Labuan,39.5,9.6,34.6,15.0,8.9,0.9
10.6,female,2007-01-01,W.P. Labuan,41.5,8.0,37.0,14.9,9.8,0.8
10.2,female,2008-01-01,W.P. Labuan,38.6,7.1,34.5,16.3,9.5,0.7
12.1,female,2009-01-01,W.P. Labuan,44.5,5.7,40.4,15.1,11.4,0.7
13.8,female,2010-01-01,W.P. Labuan,47.7,4.7,45.3,15.1,13.1,0.7
14.1,female,2011-01-01,W.P. Labuan,47.6,4.4,45.3,15.5,13.4,0.6
14.3,female,2012-01-01,W.P. Labuan,47.1,3.8,45.1,16.1,13.8,0.5
14.8,female,2013-01-01,W.P. Labuan,47.9,3.5,46.3,16.1,14.2,0.5
15.3,female,2014-01-01,W.P. Labuan,48.9,4.5,45.5,16.0,14.6,0.7
14.4,female,2015-01-01,W.P. Labuan,45.0,4.9,42.2,17.6,13.7,0.7
15.5,female,2016-01-01,W.P. Labuan,47.8,8.9,42.6,16.9,14.1,1.4
13.9,female,2017-01-01,W.P. Labuan,42.9,7.8,38.2,18.5,12.8,1.1
15.7,female,2018-01-01,W.P. Labuan,45.8,4.7,43.7,18.5,14.9,0.7
14.8,female,2019-01-01,W.P. Labuan,42.7,4.8,41.0,19.9,14.1,0.7
15.03595132963104,female,2020-01-01,W.P. Labuan,46.12289539663657,4.63147307597154,44.3,17.56380460574224,14.339565292082993,0.6963860375480464
15.92335339319198,female,2021-01-01,W.P. Labuan,48.37034212748236,3.5945733918768195,47.5,16.996309137259463,15.350976769025786,0.5723766241661935
16.112280201902497,female,2022-01-01,W.P. Labuan,49.26781331004721,3.508174691316288,47.8,16.591180981784163,15.54703326566539,0.5652469362371083
16.895304626424508,female,2023-01-01,W.P. Labuan,49.95290246015854,3.4912423799780727,48.2,16.92716372744116,16.30544859108038,0.5898560353441284
11.5,male,1992-01-01,W.P. Labuan,90.3,2.3,61.7,1.2,11.3,0.3
14.8,male,1993-01-01,W.P. Labuan,85.5,5.8,74.1,2.4,14.0,0.9
27.0,male,1995-01-01,W.P. Labuan,92.5,4.5,125.9,2.2,25.8,1.2
30.1,male,1996-01-01,W.P. Labuan,94.0,4.7,134.7,1.9,28.7,1.4
28.1,male,1997-01-01,W.P. Labuan,90.1,2.7,123.5,3.1,27.3,0.7
28.1,male,1998-01-01,W.P. Labuan,90.5,3.0,119.7,3.0,27.3,0.8
31.2,male,1999-01-01,W.P. Labuan,85.5,3.0,127.8,5.3,30.3,0.9
19.5,male,2000-01-01,W.P. Labuan,86.8,4.6,75.4,3.0,18.7,0.9
21.2,male,2001-01-01,W.P. Labuan,87.9,6.0,79.0,2.9,19.9,1.3
24.4,male,2002-01-01,W.P. Labuan,87.5,2.9,91.5,3.5,23.7,0.7
23.1,male,2003-01-01,W.P. Labuan,90.1,4.8,83.7,2.5,22.0,1.1
22.9,male,2004-01-01,W.P. Labuan,85.7,4.9,81.0,3.8,21.7,1.1
22.9,male,2005-01-01,W.P. Labuan,85.1,3.8,79.7,4.0,22.0,0.9
23.9,male,2006-01-01,W.P. Labuan,86.9,9.3,77.2,3.6,21.7,2.2
23.5,male,2007-01-01,W.P. Labuan,83.5,3.0,78.6,4.6,22.8,0.7
24.2,male,2008-01-01,W.P. Labuan,83.3,4.9,78.2,4.9,23.0,1.2
25.5,male,2009-01-01,W.P. Labuan,85.2,5.5,79.8,4.4,24.1,1.4
26.2,male,2010-01-01,W.P. Labuan,85.1,6.7,79.0,4.6,24.5,1.7
26.3,male,2011-01-01,W.P. Labuan,84.1,4.1,81.0,5.0,25.2,1.1
27.0,male,2012-01-01,W.P. Labuan,86.0,5.0,81.8,4.4,25.7,1.3
27.1,male,2013-01-01,W.P. Labuan,85.7,4.4,81.4,4.5,25.9,1.2
27.7,male,2014-01-01,W.P. Labuan,86.6,5.4,81.1,4.3,26.2,1.5
27.2,male,2015-01-01,W.P. Labuan,83.6,5.1,78.2,5.3,25.8,1.4
28.1,male,2016-01-01,W.P. Labuan,84.9,7.3,78.1,5.0,26.1,2.1
28.2,male,2017-01-01,W.P. Labuan,83.7,8.9,76.0,5.5,25.7,2.5
29.0,male,2018-01-01,W.P. Labuan,84.3,8.5,77.5,5.4,26.5,2.5
28.5,male,2019-01-01,W.P. Labuan,81.5,8.0,76.8,6.5,26.2,2.3
27.5269474747702,male,2020-01-01,W.P. Labuan,83.37087811162999,8.830674062233305,76.0,5.490513895749147,25.09613246399108,2.430815010779117
28.06320389997967,male,2021-01-01,W.P. Labuan,83.99545228505613,9.763447810564804,76.0,5.347180991741996,25.323267633232767,2.7399362667469016
28.471532276051875,male,2022-01-01,W.P. Labuan,85.10876544054969,8.763370378968734,78.0,4.981581664297614,25.97646645013382,2.4950658259180525
29.62151704996048,male,2023-01-01,W.P. Labuan,85.33479894745535,8.63914128390891,78.9,5.090602056571704,27.062472341577227,2.559044708383252
41.9,both,2011-01-01,W.P. Putrajaya,82.0,1.1,80.7,9.2,41.4,0.5
40.9,both,2012-01-01,W.P. Putrajaya,80.8,1.5,79.3,9.7,40.3,0.6
41.2,both,2013-01-01,W.P. Putrajaya,81.7,1.2,79.6,9.2,40.7,0.5
40.8,both,2014-01-01,W.P. Putrajaya,81.2,1.2,79.6,9.5,40.3,0.5
38.9,both,2015-01-01,W.P. Putrajaya,78.2,1.0,75.0,10.8,38.5,0.4
38.9,both,2016-01-01,W.P. Putrajaya,77.6,1.7,74.3,11.2,38.2,0.7
38.6,both,2017-01-01,W.P. Putrajaya,76.5,1.5,71.7,11.9,38.0,0.6
38.9,both,2018-01-01,W.P. Putrajaya,76.2,1.3,63.6,12.1,38.4,0.5
38.6,both,2019-01-01,W.P. Putrajaya,75.9,1.2,58.6,12.2,38.1,0.4
50.5,both,2020-01-01,W.P. Putrajaya,76.1,1.5,75.2,15.8,49.7,0.7
53.9,both,2021-01-01,W.P. Putrajaya,77.0,1.6,75.4,16.1,53.0,0.9
55.8,both,2022-01-01,W.P. Putrajaya,77.7,1.3,76.6,16.0,55.1,0.7
58.6,both,2023-01-01,W.P. Putrajaya,78.6,0.8,78.7,15.9,58.1,0.5
21.9,female,2011-01-01,W.P. Putrajaya,78.6,0.9,77.6,6.0,21.8,0.2
21.6,female,2012-01-01,W.P. Putrajaya,78.0,1.4,76.6,6.1,21.3,0.3
22.2,female,2013-01-01,W.P. Putrajaya,79.3,1.2,77.7,5.8,21.9,0.3
22.4,female,2014-01-01,W.P. Putrajaya,80.3,1.0,79.0,5.5,22.2,0.2
21.4,female,2015-01-01,W.P. Putrajaya,76.3,0.9,74.4,6.7,21.2,0.2
21.1,female,2016-01-01,W.P. Putrajaya,75.0,1.6,72.5,7.0,20.8,0.3
20.9,female,2017-01-01,W.P. Putrajaya,73.6,1.2,70.2,7.5,20.7,0.3
21.3,female,2018-01-01,W.P. Putrajaya,74.6,0.8,62.6,7.2,21.1,0.2
20.7,female,2019-01-01,W.P. Putrajaya,73.4,1.7,55.9,7.5,20.3,0.3
26.80102430708349,female,2020-01-01,W.P. Putrajaya,77.0454726560144,1.7161396697375737,76.1,7.984957767090107,26.341081297053623,0.4599430100298695
28.557008656124957,female,2021-01-01,W.P. Putrajaya,77.68364372490373,1.7823712973791686,76.8,8.203636554148806,28.048016730448097,0.5089919256768558
29.40330481472697,female,2022-01-01,W.P. Putrajaya,78.73738495890512,1.55691319710774,77.4,7.940207203195954,28.94552088168067,0.4577839330462997
30.45159902340176,female,2023-01-01,W.P. Putrajaya,79.18741157607825,1.3420281803094962,78.6,8.003501878773573,30.042929983152856,0.4086690402489029
19.9,male,2011-01-01,W.P. Putrajaya,86.1,1.3,84.5,3.2,19.7,0.3
19.3,male,2012-01-01,W.P. Putrajaya,84.3,1.5,82.3,3.6,19.0,0.3
19.0,male,2013-01-01,W.P. Putrajaya,84.7,1.2,82.1,3.4,18.8,0.2
18.4,male,2014-01-01,W.P. Putrajaya,82.3,1.3,80.8,4.0,18.1,0.2
17.5,male,2015-01-01,W.P. Putrajaya,80.7,1.2,76.9,4.2,17.3,0.2
17.7,male,2016-01-01,W.P. Putrajaya,80.9,1.9,76.7,4.2,17.4,0.3
17.7,male,2017-01-01,W.P. Putrajaya,80.1,1.8,74.4,4.4,17.4,0.3
17.6,male,2018-01-01,W.P. Putrajaya,78.3,1.8,64.6,4.9,17.3,0.3
17.9,male,2019-01-01,W.P. Putrajaya,79.2,0.6,62.0,4.7,17.8,0.1
23.691239630145905,male,2020-01-01,W.P. Putrajaya,75.1222579346048,1.1999788642230993,74.3,7.84567137533736,23.406949761911708,0.2842898682341976
25.312978369246693,male,2021-01-01,W.P. Putrajaya,76.21196060696109,1.3785913057376515,74.1,7.900939981168562,24.964015850225007,0.3489625190216873
26.41911606346581,male,2022-01-01,W.P. Putrajaya,76.63558754944398,0.9879522872132556,76.0,8.05457547888799,26.15810780205528,0.2610082614105352
28.15577858493769,male,2023-01-01,W.P. Putrajaya,78.07157989970662,0.1998054719134218,79.4,7.908277786289268,28.099521798665155,0.0562567862725329
